customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
jh62891,oregon,F,College,517870,66943,65,1,Special Auto,Four-Door Car,53.0
fi20423,arizona,F,High School or Below,1402435,81872,115,0,Special Auto,Four-Door Car,256.0
pm13394,washington,F,College,530943,22404,70,1,Personal Auto,Four-Door Car,211.0
yv67971,california,F,High School or Below,494980,21342,62,0,Personal Auto,Four-Door Car,74.0
qd31377,california,M,Bachelor,859566,34621,108,1,Corporate Auto,SUV,621.0
yg10247,oregon,M,College,2295189,62396,64,0,Personal Auto,Four-Door Car,307.0
fe73696,oregon,M,High School or Below,379213,97212,93,0,Personal Auto,Two-Door Car,360.0
sw19699,arizona,F,Bachelor,275574,49648,70,0,Personal Auto,Four-Door Car,65.0
qj40732,arizona,M,College,488033,97984,61,1,Personal Auto,Four-Door Car,407.0
hm76207,california,F,College,905190,26308,114,0,Corporate Auto,SUV,547.0
nt59303,oregon,F,College,1011544,63528,256,0,Personal Auto,Luxury,1228.0
pu41393,nevada,M,College,826907,20225,114,1,Special Auto,SUV,547.0
qo86948,nevada,M,High School or Below,807165,0,112,0,Personal Auto,SUV,806.0
qn10888,oregon,F,High School or Below,772699,87620,64,0,Personal Auto,Four-Door Car,24.0
vy19543,california,F,Bachelor,831113,0,72,0,Corporate Auto,Four-Door Car,311.0
xc15133,nevada,F,Master,257402,34990,65,0,Personal Auto,Four-Door Car,42.0
st43550,oregon,M,Bachelor,572732,99934,71,0,Special Auto,Four-Door Car,460.0
fx36546,washington,M,Master,367914,60804,92,0,Personal Auto,Four-Door Car,213.0
jx68983,oregon,M,Bachelor,274451,94648,69,0,Personal Auto,Four-Door Car,331.0
hx78576,california,F,High School or Below,563674,24516,71,0,Personal Auto,Four-Door Car,300.0
zq11381,arizona,M,Bachelor,1687038,61063,85,0,Personal Auto,Four-Door Car,262.0
on39271,california,M,Master,273800,0,74,0,Personal Auto,Two-Door Car,263.0
sb18278,oregon,M,Bachelor,464470,0,64,0,Corporate Auto,Four-Door Car,307.0
zt30559,california,F,High School or Below,474668,15169,63,0,Personal Auto,Four-Door Car,302.0
xi41106,arizona,M,College,1687432,55390,71,0,Corporate Auto,Two-Door Car,256.0
zs88847,oregon,F,Bachelor,238760,27592,62,0,Personal Auto,Four-Door Car,297.0
ru49126,washington,F,College,446533,61846,112,0,Personal Auto,SUV,215.0
kr62797,arizona,F,High School or Below,459162,83297,113,0,Personal Auto,SUV,542.0
zj73220,arizona,F,College,1309258,0,188,0,Special Auto,Luxury,1353.0
fy62633,oregon,M,Bachelor,911226,0,90,0,Personal Auto,Four-Door Car,432.0
cu36986,california,F,High School or Below,416516,55897,104,0,Personal Auto,Four-Door Car,499.0
wz53904,arizona,M,Bachelor,265998,21297,71,0,Personal Auto,Four-Door Car,45.0
aa71604,arizona,F,Master,1198659,87560,98,1,Personal Auto,Two-Door Car,470.0
td10493,oregon,F,High School or Below,289873,0,96,4,Personal Auto,Four-Door Car,691.0
ly97989,oregon,F,Bachelor,289424,0,85,0,Personal Auto,Four-Door Car,408.0
vx39856,arizona,F,Doctor,350045,89398,86,0,Personal Auto,Four-Door Car,82.0
tp51897,california,F,College,262180,36843,68,3,Corporate Auto,Four-Door Car,357.0
qq89253,oregon,F,College,1022180,0,134,0,Personal Auto,SUV,643.0
ei91403,california,M,High School or Below,257827,34946,65,0,Personal Auto,Two-Door Car,420.0
qg15435,arizona,F,College,624259,75680,78,0,Personal Auto,Four-Door Car,136.0
fz55002,nevada,F,Doctor,522028,0,69,0,Personal Auto,Four-Door Car,331.0
hx77930,washington,F,College,313643,49532,79,1,Personal Auto,Four-Door Car,220.0
un37063,arizona,M,Bachelor,452536,10269,65,0,Personal Auto,Two-Door Car,170.0
vb87946,california,M,College,497035,49714,63,3,Personal Auto,Four-Door Car,266.0
ab60627,california,M,High School or Below,1546778,77517,129,0,Corporate Auto,SUV,98.0
ta34903,oregon,M,High School or Below,583889,81082,73,0,Personal Auto,Four-Door Car,281.0
aq51368,oregon,F,Bachelor,1065688,72540,88,0,Corporate Auto,Two-Door Car,631.0
nz26102,oregon,F,High School or Below,228961,0,65,0,Personal Auto,Four-Door Car,468.0
gb45753,california,M,High School or Below,543980,61546,68,0,Corporate Auto,Two-Door Car,29.0
bv79904,california,F,Master,795615,44818,67,1,Personal Auto,Two-Door Car,136.0
ob49075,arizona,M,Bachelor,445811,17622,65,1,Personal Auto,Four-Door Car,312.0
ds97676,oregon,F,College,255505,0,72,0,Personal Auto,Four-Door Car,518.0
jo63462,california,M,Bachelor,330799,79797,84,0,Corporate Auto,Two-Door Car,31.0
nj10602,washington,F,College,845905,92717,70,0,Personal Auto,Two-Door Car,224.0
rs24501,oregon,F,College,1335012,28919,173,0,Personal Auto,SUV,830.0
vt78274,arizona,M,College,493122,0,68,0,Personal Auto,Four-Door Car,480.0
su56153,nevada,M,Bachelor,777683,63568,65,0,Corporate Auto,Two-Door Car,390.0
mn20737,nevada,F,College,255367,73935,64,1,Corporate Auto,Four-Door Car,72.0
kl43114,arizona,F,High School or Below,487646,0,66,0,Corporate Auto,Two-Door Car,316.0
yq15567,oregon,F,Bachelor,903430,18846,115,0,Personal Auto,SUV,552.0
tr88637,arizona,F,High School or Below,810591,38893,103,0,Personal Auto,SUV,41.0
tc88986,oregon,M,High School or Below,561968,0,153,0,Special Auto,SUV,1027.0
xx88577,california,M,Bachelor,1572713,84824,196,0,Corporate Auto,SUV,319.0
ne49052,california,F,High School or Below,661801,20068,86,0,Corporate Auto,Four-Door Car,411.0
kx17826,oregon,M,Doctor,467004,0,125,0,Corporate Auto,SUV,600.0
cc91503,arizona,F,High School or Below,1016936,0,135,0,Personal Auto,Luxury,648.0
wh32183,california,M,Bachelor,832307,97245,70,0,Personal Auto,Four-Door Car,4.0
es90681,california,F,College,241776,51808,61,1,Personal Auto,Four-Door Car,351.0
dw96592,california,M,Bachelor,804487,71391,67,0,Personal Auto,Four-Door Car,284.0
mt23134,oregon,M,High School or Below,532572,0,73,0,Personal Auto,Two-Door Car,496.0
bm69081,arizona,M,Bachelor,694752,0,100,0,Personal Auto,SUV,925.0
mb90871,oregon,F,College,584741,23496,77,0,Special Auto,Four-Door Car,13.0
gt62080,washington,M,High School or Below,0,55561,63,0,Personal Auto,Four-Door Car,227.0
ql77686,nevada,F,College,472478,23986,119,0,Corporate Auto,SUV,463.0
on77827,arizona,F,Master,279022,22974,71,0,Personal Auto,Four-Door Car,180.0
kp18988,oregon,F,High School or Below,2153133,0,101,0,Personal Auto,Four-Door Car,484.0
ti92884,arizona,M,Bachelor,1262283,61844,106,0,Personal Auto,Luxury,508.0
jh73503,arizona,M,Doctor,2017196,24804,73,0,Personal Auto,Two-Door Car,350.0
ye97964,california,F,Bachelor,1646436,27760,104,0,Personal Auto,SUV,302.0
va30351,oregon,F,High School or Below,559538,74454,71,0,Personal Auto,Four-Door Car,340.0
pv55726,oregon,F,Master,417068,29462,107,1,Personal Auto,SUV,513.0
uc88305,arizona,F,College,266544,52266,68,0,Corporate Auto,Two-Door Car,141.0
ts53809,oregon,M,Bachelor,709891,0,70,0,Personal Auto,Two-Door Car,349.0
zv32120,california,M,Doctor,397134,23599,103,0,Corporate Auto,SUV,494.0
fb80807,oregon,M,Bachelor,552821,36088,72,0,Personal Auto,Four-Door Car,345.0
as55677,california,F,High School or Below,833899,70534,104,0,Personal Auto,Four-Door Car,54.0
wa15684,oregon,M,College,3844585,27398,125,1,Personal Auto,SUV,600.0
sa50567,nevada,M,Bachelor,544855,85296,68,0,Personal Auto,Four-Door Car,342.0
kj31611,arizona,M,High School or Below,1080806,31063,92,0,Personal Auto,Four-Door Car,441.0
vl37375,california,M,Bachelor,618509,0,92,0,Personal Auto,Two-Door Car,1027.0
kn21017,nevada,M,High School or Below,320822,52367,81,0,Personal Auto,Four-Door Car,275.0
px44289,arizona,M,College,548010,58651,71,0,Personal Auto,Four-Door Car,472.0
am97901,nevada,F,College,2298615,84831,192,0,Special Auto,Luxury,1336.0
re42925,oregon,M,Bachelor,1310792,49088,114,1,Corporate Auto,SUV,547.0
tr81766,california,F,College,746292,70263,93,0,Corporate Auto,Two-Door Car,7.0
ch85057,oregon,F,Doctor,1146399,45354,285,0,Personal Auto,Luxury,540.0
up71482,arizona,M,High School or Below,723613,0,63,0,Personal Auto,Four-Door Car,383.0
eg40670,california,F,Bachelor,623268,28334,83,0,Special Auto,Four-Door Car,537.0
hv83672,oregon,F,Bachelor,2839332,38772,90,0,Personal Auto,Four-Door Car,321.0
mg10140,oregon,F,College,374675,41479,94,1,Personal Auto,Two-Door Car,19.0
tc44716,california,M,Bachelor,2156933,23909,119,0,Personal Auto,SUV,571.0
qo65264,california,M,College,501208,48328,63,0,Personal Auto,Two-Door Car,108.0
eb66698,california,M,High School or Below,337185,86689,85,0,Corporate Auto,Two-Door Car,408.0
ot52034,california,M,Bachelor,386477,24204,99,1,Personal Auto,Four-Door Car,707.0
ch85444,oregon,M,College,414571,25943,110,0,Corporate Auto,Two-Door Car,1067.0
pu85769,california,M,High School or Below,515607,0,73,0,Personal Auto,Four-Door Car,807.0
ui73201,california,M,College,366737,62375,92,0,Personal Auto,Two-Door Car,618.0
sl50592,california,F,High School or Below,783568,0,71,0,Corporate Auto,Four-Door Car,404.0
xp11075,arizona,M,Bachelor,1456726,0,148,0,Personal Auto,SUV,710.0
si31236,oregon,M,Bachelor,1017133,70200,65,0,Corporate Auto,Four-Door Car,312.0
jn26745,nevada,F,Bachelor,413577,0,112,0,Special Auto,Four-Door Car,707.0
vk48036,oregon,F,College,551149,79027,70,0,Corporate Auto,Four-Door Car,336.0
jx76668,washington,F,High School or Below,1131424,62935,141,0,Personal Auto,Luxury,232.0
ds45802,california,F,High School or Below,541461,26893,68,0,Personal Auto,Four-Door Car,68.0
oa96690,oregon,F,High School or Below,742159,47406,94,1,Personal Auto,Four-Door Car,287.0
em27919,california,M,Bachelor,445811,17622,65,1,Personal Auto,Four-Door Car,312.0
qo41043,oregon,F,College,1447612,27572,124,0,Corporate Auto,SUV,595.0
ov50124,oregon,F,College,493688,0,72,2,Personal Auto,Two-Door Car,391.0
pr31642,oregon,F,Bachelor,452527,32802,114,0,Personal Auto,SUV,547.0
bu41599,washington,F,Master,558176,62739,70,0,Personal Auto,Two-Door Car,239.0
tk30357,california,F,Bachelor,1413434,90844,118,0,Personal Auto,SUV,232.0
nf31087,nevada,F,High School or Below,2472318,44685,69,0,Personal Auto,Four-Door Car,331.0
nh16984,california,F,Bachelor,283806,0,80,0,Personal Auto,Four-Door Car,336.0
os75493,california,F,High School or Below,384848,42589,98,0,Corporate Auto,Four-Door Car,470.0
vt63298,oregon,M,Bachelor,1950447,0,72,0,Personal Auto,Four-Door Car,345.0
qs75550,washington,F,Bachelor,248004,93383,62,0,Corporate Auto,Two-Door Car,244.0
sz16483,arizona,F,High School or Below,436137,79583,109,2,Personal Auto,Four-Door Car,523.0
vm92311,arizona,F,High School or Below,252907,89129,64,0,Personal Auto,Four-Door Car,328.0
nj46849,arizona,M,College,250444,0,69,0,Personal Auto,Four-Door Car,496.0
wz31900,oregon,F,Bachelor,864970,94389,107,0,Corporate Auto,SUV,85.0
rg30482,oregon,F,College,1366835,0,197,0,Personal Auto,SUV,1418.0
zm86949,oregon,F,High School or Below,2063508,84106,64,0,Personal Auto,Two-Door Car,334.0
qq39596,arizona,F,College,251753,0,69,0,Personal Auto,Four-Door Car,42.0
fh51383,california,F,High School or Below,532667,76717,66,0,Personal Auto,Two-Door Car,300.0
bj53923,arizona,M,High School or Below,260027,51978,66,0,Corporate Auto,Four-Door Car,144.0
cz96653,oregon,F,Bachelor,853479,47325,107,0,Personal Auto,SUV,64.0
fb23788,oregon,M,High School or Below,882883,86721,111,0,Corporate Auto,SUV,532.0
nt43594,nevada,F,Bachelor,224844,24910,63,1,Personal Auto,Four-Door Car,347.0
rj85627,washington,F,Bachelor,1230276,43817,62,1,Personal Auto,Four-Door Car,245.0
kj86296,oregon,M,High School or Below,455659,0,73,2,Personal Auto,Four-Door Car,525.0
pi47776,oregon,F,Bachelor,253070,89451,63,0,Corporate Auto,Four-Door Car,61.0
md73554,california,M,College,525198,59537,66,0,Personal Auto,Two-Door Car,316.0
ux92071,oregon,M,High School or Below,674311,0,199,0,Personal Auto,Luxury,955.0
yg44474,oregon,M,College,1401472,54193,117,0,Corporate Auto,SUV,720.0
uh45301,oregon,M,College,943891,86946,118,0,Personal Auto,Four-Door Car,340.0
ry92647,california,F,Bachelor,1050677,0,92,0,Personal Auto,Four-Door Car,546.0
ik12620,arizona,F,High School or Below,421391,12160,109,0,Personal Auto,Four-Door Car,489.0
gq66762,california,M,College,477368,33701,63,0,Personal Auto,Four-Door Car,171.0
yt69858,washington,F,Bachelor,544142,85702,67,0,Personal Auto,Two-Door Car,249.0
xd85577,california,M,Bachelor,284226,69417,73,1,Personal Auto,Four-Door Car,30.0
tm65736,oregon,M,Master,305955,38644,78,1,Personal Auto,Four-Door Car,361.0
vj51327,california,F,High School or Below,2031499,63209,102,2,Personal Auto,SUV,207.0
gs98873,arizona,F,Bachelor,323912,16061,88,0,Personal Auto,Four-Door Car,633.0
cw49887,california,F,Master,462680,79487,114,0,Special Auto,SUV,547.0
my31220,california,F,College,899704,54230,112,0,Personal Auto,Two-Door Car,537.0
,,,,0,0,0,0,,,0.0
uh35128,oregon,F,College,2580706.30%,71210,214,1/1/00,Personal Auto,Luxury Car,1027.2
wh52799,arizona,F,College,380812.21%,94903,94,1/0/00,Corporate Auto,Two-Door Car,451.2
wl99637,arizona,M,Bachelor,761413.80%,27293,96,1/0/00,Personal Auto,Two-Door Car,469.030907
uc84059,california,F,Master,689845.53%,70950,171,1/0/00,Personal Auto,Sports Car,565.929394
hw62747,oregon,M,College,229837.92%,0,63,1/0/00,Corporate Auto,Four-Door Car,302.4
bh11344,oregon,F,Doctor,280669.61%,37009,71,1/0/00,Corporate Auto,Two-Door Car,145.673348
tx28465,nevada,M,College,520611.82%,52629,65,1/0/00,Personal Auto,Four-Door Car,136.684141
ok56965,california,F,Bachelor,4570865.34%,31264,198,1/1/00,Personal Auto,Luxury SUV,825.657746
wt22392,oregon,F,College,800734.91%,65473,67,1/0/00,Personal Auto,Four-Door Car,277.685667
ph85036,washington,F,Bachelors,548254.94%,79325,68,1/0/00,Corporate Auto,Four-Door Car,251.294821
kc71643,oregon,M,High School or Below,246323.68%,99144,61,1/0/00,Corporate Auto,Four-Door Car,292.8
nr32615,california,M,College,549894.07%,22520,73,1/0/00,Corporate Auto,Four-Door Car,350.4
gs69842,arizona,F,Bachelor,524382.80%,36615,65,1/0/00,Special Auto,Four-Door Car,264.563772
wt71621,washington,F,Bachelors,328045.73%,63297,82,1/0/00,Personal Auto,Four-Door Car,251.756739
kd23847,arizona,F,High School or Below,488654.43%,76374,61,1/0/00,Personal Auto,Four-Door Car,292.8
pe59368,washington,F,Bachelors,512348.50%,72096,6464,1/0/00,Personal Auto,Two-Door Car,252.330905
nk91488,nevada,M,Master,547955.51%,56005,68,1/1/00,Personal Auto,Four-Door Car,326.4
cr33417,washington,F,Master,476215.70%,36529,118,1/0/00,Personal Auto,SUV,255.005116
wp73172,oregon,F,Bachelor,828767.93%,81367,103,1/0/00,Special Auto,SUV,415.768941
ps30217,california,F,Bachelor,988665.64%,44817,83,1/0/00,Personal Auto,Four-Door Car,527.421579
el62967,oregon,F,High School or Below,271291.56%,58508,69,1/0/00,Personal Auto,Two-Door Car,57.614392
mu23938,oregon,M,Bachelor,1047767.63%,45259,138,1/0/00,Personal Auto,SUV,272.217171
vc83809,california,M,Doctor,343613.43%,30817,88,1/0/00,Personal Auto,Four-Door Car,91.834668
vl34577,oregon,F,High School or Below,259618.52%,0,72,1/0/00,Personal Auto,Two-Door Car,345.6
qe12539,california,M,Doctor,1273195.16%,40870,105,1/0/00,Personal Auto,SUV,504.0
yo15246,nevada,M,High School or Below,349414.79%,35001,96,1/3/00,Personal Auto,Four-Door Car,460.8
wf73839,arizona,F,College,759791.07%,49937,64,1/0/00,Personal Auto,Two-Door Car,302.586407
tj11671,oregon,F,Bachelor,401521.45%,0,109,1/0/00,Personal Auto,Four-Door Car,523.2
sv34223,california,F,College,2047710.84%,58317,73,1/0/00,Personal Auto,Four-Door Car,350.4
xd19546,california,F,High School or Below,816068.98%,0,109,1/0/00,Personal Auto,SUV,523.2
oy95739,nevada,M,High School or Below,1229868.63%,17101,113,1/0/00,Corporate Auto,SUV,542.4
sw57539,california,F,College,871492.21%,0,118,1/0/00,Corporate Auto,SUV,566.4
ia62027,arizona,F,Bachelor,485353.42%,0,65,1/0/00,Personal Auto,Four-Door Car,468.0
fz20933,oregon,M,High School or Below,488094.64%,24398,63,1/1/00,Personal Auto,Four-Door Car,302.4
wr62597,oregon,M,College,231138.21%,24641,61,1/0/00,Corporate Auto,Four-Door Car,294.92773
ku61611,arizona,M,High School or Below,432709.89%,69040,108,1/0/00,Corporate Auto,Sports Car,518.4
xw98867,oregon,M,High School or Below,1229868.63%,17101,113,1/0/00,Personal Auto,SUV,542.4
pp80817,california,F,High School or Below,832353.33%,59886,104,1/0/00,Personal Auto,Sports Car,71.729298
dt77901,oregon,F,Bachelor,1017971.70%,14290,271,1/0/00,Personal Auto,Luxury SUV,1300.8
dx34647,california,F,College,776126.78%,43137,96,1/0/00,Personal Auto,Two-Door Car,460.8
od56551,oregon,M,College,523989.09%,27978,69,1/1/00,Personal Auto,Four-Door Car,447.911255
oo63074,california,F,Bachelor,451790.88%,25261,118,1/0/00,Personal Auto,SUV,566.4
eh24828,nevada,M,College,238977.41%,58652,64,1/5/00,Personal Auto,Four-Door Car,307.2
cx99919,nevada,F,College,413062.88%,28321,111,1/0/00,Corporate Auto,SUV,537.391704
dg80424,washington,F,College,269156.90%,77411,67,1/0/00,Personal Auto,Four-Door Car,257.900458
nu32697,oregon,M,College,522776.64%,0,72,1/0/00,Corporate Auto,Four-Door Car,518.4
pu98976,california,F,Bachelor,618734.57%,0,88,1/0/00,Personal Auto,Four-Door Car,633.6
zr20842,arizona,M,College,511387.47%,94415,127,1/1/00,Personal Auto,Sports Car,492.770321
nf35573,oregon,M,High School or Below,1103931.62%,0,103,1/0/00,Special Auto,SUV,1149.203884
df66914,arizona,F,Bachelor,3222708.39%,45331,100,1/0/00,Personal Auto,SUV,572.635987
ym99866,arizona,M,High School or Below,261196.59%,53904,67,1/2/00,Personal Auto,Four-Door Car,321.6
vh62084,california,M,High School or Below,1337232.77%,0,74,1/0/00,Personal Auto,Four-Door Car,811.086484
se28250,arizona,M,Bachelor,483898.19%,0,70,1/2/00,Special Auto,Four-Door Car,336.0
md86050,oregon,M,High School or Below,472165.90%,0,67,1/0/00,Personal Auto,Four-Door Car,482.4
gf17866,oregon,M,College,387364.70%,28142,105,1/0/00,Corporate Auto,Sports Car,701.708239
ub16654,washington,M,Master,471855.85%,15680,6464,1/0/00,Personal Auto,Four-Door Car,260.879903
ko44736,oregon,M,Bachelor,1697979.76%,35095,73,1/0/00,Personal Auto,Two-Door Car,525.6
ki55845,oregon,F,College,1368171.18%,55588,114,1/0/00,Personal Auto,SUV,547.2
jj24476,arizona,F,Master,571722.19%,52391,71,1/0/00,Personal Auto,Two-Door Car,409.763267
vc68509,oregon,F,Bachelor,948659.64%,42240,79,1/0/00,Personal Auto,Four-Door Car,46.386546
qn62502,oregon,F,Bachelor,383914.37%,70146,96,1/0/00,Personal Auto,Four-Door Car,157.440069
el92515,oregon,F,College,1121159.03%,41121,94,1/0/00,Personal Auto,Four-Door Car,451.2
vl84149,oregon,F,College,2580706.30%,71210,214,1/1/00,Corporate Auto,Luxury Car,1027.2
jx19907,oregon,M,Bachelor,379832.17%,0,107,1/1/00,Corporate Auto,Two-Door Car,1261.943541
bc66921,nevada,F,High School or Below,281656.74%,41228,71,1/0/00,Personal Auto,Four-Door Car,340.8
rk24470,washington,M,Bachelors,502929.70%,40113,67,1/3/00,Corporate Auto,Two-Door Car,262.047663
gn80437,oregon,F,College,344496.75%,0,91,1/0/00,Special Auto,Four-Door Car,596.050118
ah65907,california,F,Bachelor,285940.86%,51790,71,1/0/00,Personal Auto,Four-Door Car,340.8
vg57728,california,M,High School or Below,269205.76%,92593,68,1/0/00,Corporate Auto,Four-Door Car,8.44322
af81450,california,M,High School or Below,1143173.09%,28657,100,1/0/00,Personal Auto,SUV,588.742251
yi28422,oregon,M,High School or Below,763588.33%,30262,98,1/1/00,Personal Auto,Four-Door Car,499.22561
gr26937,oregon,F,Master,980582.96%,47197,81,1/0/00,Corporate Auto,Four-Door Car,76.112618
br99015,california,F,Bachelor,680361.56%,0,94,1/0/00,Personal Auto,Four-Door Car,451.2
pb11270,oregon,F,Bachelor,710765.54%,0,61,1/0/00,Personal Auto,Four-Door Car,541.561209
